name,distance,address,telephone,rating,review_counts,closed
The Momo House,818.2542201893998,"685 Queen St W, Toronto, ON M6J 1E6, Canada",,4.0,4,False
Roti Cuisine of India,401.97177356633154,"308 Dupont Street, Toronto, ON M5R 1W1, Canada",+1 416-968-9366,4.5,122,False
Fat Pasha,661.3627216707491,"414 Dupont Street, Toronto, ON M5R 1V9, Canada",+1 647-340-6142,4.0,210,False
Govinda's,672.909926550432,"243 Avenue Road, Toronto, ON M5R 2J6, Canada",+1 888-218-1040,4.0,43,False
Annapurna Vegetarian Restaurant,874.2156761091773,"1085 Bathurst Street, Toronto, ON M5R 3G8, Canada",+1 416-537-8513,4.0,39,False
Adrak,809.0920797007697,"138 Avenue Road, Toronto, ON M5R 2H6, Canada",+1 416-413-0777,3.5,11,False
Bindia Indian Bistro,827.869579521747,"16 Market St., Toronto, ON M5E 1M6, Canada",+1 416-863-0000,4.0,207,False
Indian Roti House,864.6537062026409,"256 Queens Quay W, Toronto, ON M5J 1B5, Canada",+1 416-260-6666,4.0,231,False
My Roti Place,38.03770082146083,"12 Queens Quay W, Toronto, ON M5J 2V7, Canada",+1 647-348-7684,3.5,25,False
My Dosa Place,48.809793883748824,"12 Queens Quay W, Toronto, ON M5J 2V7, Canada",+1 647-350-3672,3.0,20,False
Swades Indian Cuisine,474.02944305248013,"208 Queens Quay West, Harbourfront centre, Toronto, ON M5J 2Y5, Canada",+1 416-368-7272,2.5,37,False
Benares Cucina Indian,715.9256646531213,"001 – 49 Front Street E, Toronto, ON M5E 1B3, Canada",+1 416-955-9000,4.0,9,False
Stratus Restaurant,755.0876337474306,"79 Wellington Street W, TD South Tower, 36th Fl., Toronto, ON M5K 1J5, Canada",+1 416-865-1924,5.0,1,False
Butter Chicken Roti,609.4283441374077,"55 Front Street W, Union Station, Toronto, ON M5J 1E6, Canada",+1 647-943-0289,4.0,3,False
Charcoal Biryani,796.5537296212311,"199 Bay Street, Commerce Court, Toronto, ON M5L 0A2, Canada",+1 647-294-1006,3.0,1,False
Karma’s Kitchen,881.9586661057958,"140 The Esplanade, Unit 4, Toronto, ON M5A 4P5, Canada",,2.0,1,False
Touch,1008.7286856373375,"1 Adelaide St E, Toronto, ON M5C 1J4, Canada",+1 416-364-4203,3.0,20,False
Chaska,681.370619195664,"16 Richardson Street, Unit 2, Toronto, ON M5A 1B4, Canada",+1 416-594-0104,1.0,1,False
Amaya,928.53698202854,"100 King Street W, Toronto, ON M5X 2A2, Canada",+1 416-214-0005,3.0,19,False
Chaska Express,1130.3170387029866,"595 Bay Street, Toronto, ON M5G 2R3, Canada",+1 647-475-1278,3.5,20,False
Amaya,946.0649290178549,"200 Simcoe Place, Toronto, ON M5V 3K2, Canada",,1.5,10,False
Rosalinda,1210.800387965562,"133 Richmond Street W, Toronto, ON M5H 2L3, Canada",+1 416-907-0650,4.0,196,False
Marcello's Market & Deli,1013.0589072667899,"105 Adelaide Street W, Toronto, ON M5H 1P9, Canada",+1 647-348-8865,3.5,11,False
Olly Fresco's,684.0481707641688,"Royal Bank Plaza, 200 Bay Street, Toronto, ON M5J 2J2, Canada",+1 416-203-0444,4.0,36,False
Aanch,990.2983650991862,"259 Wellington St W, Toronto, ON M5V, Canada",+1 416-599-0513,4.0,189,False
Bindia Indian Bistro,623.7121121380465,"16 Market St., Toronto, ON M5E 1M6, Canada",+1 416-863-0000,4.0,207,False
Little India Restaurant,920.2154619108607,"255 Queen Street W, Toronto, ON M5V 1Z4, Canada",+1 416-205-9836,3.5,435,False
Aroma Fine Indian Cuisine,881.8786788478412,"287 King St W, Toronto, ON M5V 1J5, Canada",+1 416-971-7242,3.5,224,False
Indian Roti House,937.2142413719301,"256 Queens Quay W, Toronto, ON M5J 1B5, Canada",+1 416-260-6666,4.0,231,False
Byblos,756.9392556602021,"11 Duncan Street, Toronto, ON M5V 3M2, Canada",+1 647-660-0909,4.5,910,False
Charcoal Biryani,224.32207832962285,"199 Bay Street, Commerce Court, Toronto, ON M5L 0A2, Canada",+1 647-294-1006,3.0,1,False
Benares Cucina Indian,427.56750290678303,"001 – 49 Front Street E, Toronto, ON M5E 1B3, Canada",+1 416-955-9000,4.0,9,False
Stratus Restaurant,205.6036472674516,"79 Wellington Street W, TD South Tower, 36th Fl., Toronto, ON M5K 1J5, Canada",+1 416-865-1924,5.0,1,False
Bombay Palace,783.6028918906421,"71 Jarvis Street, Toronto, ON M5C 2H2, Canada",+1 416-368-8048,3.5,59,False
The Bombay,927.6313080247368,"259 Queen Street W, Toronto, ON M5V 1Z4, Canada",+1 416-519-2550,3.0,9,False
My Roti Place,555.3401412193566,"12 Queens Quay W, Toronto, ON M5J 2V7, Canada",+1 647-348-7684,3.5,25,False
My Dosa Place,551.905935848798,"12 Queens Quay W, Toronto, ON M5J 2V7, Canada",+1 647-350-3672,3.0,20,False
Chaska,759.6502591299961,"218 Adelaide St W, Toronto, ON M5H 1W7, Canada",,4.0,12,False
Butter Chicken Roti,222.3313015204931,"55 Front Street W, Union Station, Toronto, ON M5J 1E6, Canada",+1 647-943-0289,4.0,3,False
Maezo Indian Cuisine,1297.2904583563059,"102-250 Dundas Street W, Toronto, ON M5T 2Z6, Canada",+1 416-941-0000,4.5,12,False
Amaya,351.2434679651004,"100 King Street W, Toronto, ON M5X 2A2, Canada",+1 416-214-0005,3.0,19,False
Touch,499.54148917193584,"1 Adelaide St E, Toronto, ON M5C 1J4, Canada",+1 416-364-4203,3.0,20,False
PLANTA Toronto,874.7749778402762,"180 Queen Street W, Toronto, ON M5V 3X3, Canada",+1 647-812-1210,4.0,168,False
Swades Indian Cuisine,663.4457101354648,"208 Queens Quay West, Harbourfront centre, Toronto, ON M5J 2Y5, Canada",+1 416-368-7272,2.5,37,False
The Samosarie,981.5110824867894,"1904 Danforth Avenue, Toronto, ON M4C 1J4, Canada",+1 416-421-9990,3.0,5,False
Al-Mani Grill and Biryani,464.25685095053194,"2658 Danforth Ave, Toronto, ON M4C 1L7, Canada",+1 416-690-7406,1.5,5,False
Unity Cafe Corporation,890.8991637114071,"2891 Danforth Avenue, Toronto, ON M4C 1M3, Canada",+1 416-698-9166,4.0,1,False
Hot Pot Cafe,529.0258177956034,"2134 Danforth Avenue, Toronto, ON M4C 1J9, Canada",+1 647-349-9399,5.0,5,False
Hakka Chopsticks,1003.0098561082491,"2940 Danforth Avenue, Toronto, ON M4C 1M5, Canada",+1 647-352-4888,4.0,14,False
Naan & Kabob,533.7249028515016,"691 Yonge Street, Toronto, ON M4Y 2B2, Canada",+1 416-972-6623,4.0,149,False
Bhoj Indian Cuisine,888.1153282862424,"21 Davenport Road, Toronto, ON M5R 1H2, Canada",+1 416-961-8351,4.0,73,False
Indian Roti House,511.3257720505415,"471 Church Street, Toronto, ON M4Y 2C5, Canada",+1 647-987-7684,3.5,43,False
Kothur Indian Cuisine,517.9574630215589,"649 Yonge Street, Toronto, ON M4Y 2A6, Canada",+1 416-926-0953,3.5,101,False
Utsav,958.3943731282926,"69 Yorkville Ave, Toronto, ON M5R 1B8, Canada",+1 416-961-8349,4.0,137,False
Maja Indian Cuisine,318.93215202551005,"345 Bloor Street E, Toronto, ON M4W 3J6, Canada",+1 647-350-7876,4.0,34,False
Suksi Biryani House,519.2944275453515,"15 Hayden Street, Toronto, ON M4Y 2P2, Canada",+1 416-515-1957,3.5,74,False
Kathmandu Restaurant,729.8946719630704,"12 Cumberland Street, Toronto, ON M4W 1J5, Canada",+1 647-345-4214,3.5,68,False
Suruthi's Take Out & Catering,851.8374406694318,"585 Parliament Street, Toronto, ON M4X 1P9, Canada",+1 416-925-1939,4.0,12,False
Poppadum,786.235199350221,"874 Yonge Street, Toronto, ON M4W 2J1, Canada",+1 647-892-2907,5.0,6,False
Butter Chicken Factory,828.073850487238,"560 Parliament Street, Toronto, ON M4X 1P8, Canada",+1 416-964-7583,3.5,161,False
Globol Restaurants,759.2603137549213,"60 Carlton Street, Loblaws Maple Leaf Gardens, Toronto, ON M5B 1J2, Canada",,5.0,1,False
Colaba Junction,1010.8213423861303,"801 Bay Street, Unit 3 & 4, Toronto, ON M5S 1Y9, Canada",+1 416-646-8800,3.0,81,False
PLANTA Yorkville,821.2108456382934,"1221 Bay Street, Toronto, ON M5R 3P5, Canada",+1 647-812-1221,4.0,508,False
Exotic Tandoori Restaurant,603.2471842472283,"11 Charles Street W, Toronto, ON M4Y 1R4, Canada",+1 416-964-1616,3.0,2,False
Tandori,585.4026924728608,"Hudson Bay Centre, 2 Bloor Street E, Toronto, ON M4W 3T3, Canada",+1 416-580-9311,3.0,7,False
Butter Chicken Roti,549.768014227538,"646 Yonge Street, Toronto, ON M4Y 2A6, Canada",+1 416-783-7634,3.5,20,False
M Biryani House,729.5876787251257,"F03-2 Bloor Street W, Toronto, ON M5T 1G1, Canada",+1 647-340-4180,1.0,1,False
Ceylon Spice by Esther,655.6997931373955,"2 Bloor St W, L35, Toronto, ON M5T 1G1, Canada",,2.0,5,False
Momo Ghar,817.4643137717321,"568 Parliament St, Toronto, ON M4X 1P6, Canada",+1 416-920-8224,5.0,12,False
Indian Roti House,305.1270430912927,"471 Church Street, Toronto, ON M4Y 2C5, Canada",+1 647-987-7684,3.5,43,False
Khazana - By Chef Sanjeev Kapoor,803.116569720448,"261 Yonge Street, Toronto, ON M5B 1N8, Canada",+1 905-789-8738,3.5,20,False
Colaba Junction,284.604470564946,"801 Bay Street, Unit 3 & 4, Toronto, ON M5S 1Y9, Canada",+1 416-646-8800,3.0,81,False
Spice66,570.2901443443427,"335 Yonge And Dundas, Toronto, ON M5B 2L3, Canada",+1 416-816-2766,4.0,3,False
T|Bar,425.3128558379832,"Chelsea Hotel, 33 Gerrard Street W, Toronto, ON M5G 1Z4, Canada",+1 416-585-4961,3.5,13,False
The Host Fine Indian Cuisine,680.5701355325217,"87 Elm Street, Toronto, ON M5G 0A8, Canada",+1 416-962-4678,3.5,131,False
Naan & Kabob,811.1604650146479,"691 Yonge Street, Toronto, ON M4Y 2B2, Canada",+1 416-972-6623,4.0,149,False
Globol Restaurants,181.54770707106823,"60 Carlton Street, Loblaws Maple Leaf Gardens, Toronto, ON M5B 1J2, Canada",,5.0,1,False
Kothur Indian Cuisine,686.3769713550304,"649 Yonge Street, Toronto, ON M4Y 2A6, Canada",+1 416-926-0953,3.5,101,False
Utsav,1194.4858836983276,"69 Yorkville Ave, Toronto, ON M5R 1B8, Canada",+1 416-961-8349,4.0,137,False
Matagali Restaurant,604.925385296098,"69 Elm Street, Toronto, ON M5G 1H2, Canada",+1 416-599-9994,3.5,57,False
Maezo Indian Cuisine,1002.639071925336,"102-250 Dundas Street W, Toronto, ON M5T 2Z6, Canada",+1 416-941-0000,4.5,12,False
Oh Bombay,147.8199385415656,"21 Grenville Street, Toronto, ON M4Y 1A1, Canada",+1 647-812-6208,3.5,2,False
Suksi Biryani House,844.2680234992707,"15 Hayden Street, Toronto, ON M4Y 2P2, Canada",+1 416-515-1957,3.5,74,False
Multani Rollz & Bowlz,304.02899922249213,"384 Yonge Street, Unit 54, Toronto, ON M5G 2K2, Canada",,3.0,1,False
Punjabi Chaap Corner,527.4245892954359,"38 Elm Street, Unit 06A, Toronto, ON M5G 2K5, Canada",+1 416-598-3787,4.0,5,False
King Place,1014.5075276877571,"236 Sherbourne Street, Unit 1, Toronto, ON M5A 2R7, Canada",+1 647-352-0786,3.5,44,False
Indian Biriyani House,867.7592856317552,"181 Dundas St W, Toronto, ON M5G 1C7, Canada",+1 416-340-1254,2.5,71,False
Kathmandu Restaurant,1083.1631069930017,"12 Cumberland Street, Toronto, ON M4W 1J5, Canada",+1 647-345-4214,3.5,68,False
PLANTA Yorkville,1049.9531866878792,"1221 Bay Street, Toronto, ON M5R 3P5, Canada",+1 647-812-1221,4.0,508,False
Roti Mahal Indian Cuisine,504.91043053975665,"554 Queen Street W, Toronto, ON M5V 2B5, Canada",+1 416-546-9404,4.5,17,False
Saffron Spice Kitchen,877.1469552537563,"459 Queen Street W, Toronto, ON M5V 2A9, Canada",+1 416-203-0222,4.0,137,False
My Roti Place,482.5455694030909,"901 King Street West, Toronto, ON M5V 3H5, Canada",+1 416-306-8445,4.5,34,False
Friends Butter Chicken,417.01038268331627,"657 Queen Street W, Toronto, ON M6J 1E6, Canada",,4.5,4,False
The Momo House,382.5872679831728,"685 Queen St W, Toronto, ON M6J 1E6, Canada",,4.0,4,False
Sizzler Kabab,42.33198490977317,"754 King Street W, Toronto, ON M5V 1N3, Canada",,3.5,11,False
The Kettle,387.00304111366097,"685 Queen Street W, Toronto, ON M6J 1E6, Canada",+1 416-551-6788,4.5,14,False
My Dosa Place,890.7103215734824,"406 Queen Street W, Toronto, ON M5V 2A6, Canada",+1 416-366-5554,4.0,1,False
Curryish Tavern,377.20423721130584,"783 Queen Street W, Toronto, ON M6J 1G1, Canada",+1 416-392-7837,4.0,11,False
My Roti Place,889.1904821029539,"406 Queen Street W, Toronto, ON M5V 2A6, Canada",+1 416-366-5554,3.5,73,False
Fresh on Spadina,953.5326995097818,"147 Spadina Avenue, Toronto, ON M5V 2L7, Canada",+1 416-599-4442,4.0,435,False
My Roti Place,482.5455694030909,"901 King Street W, Toronto, ON M5V 3H5, Canada",+1 416-306-8445,5.0,1,False
TO’s Kathi Roll Eatery,867.70926100215,"465 Queen Street W, Toronto, ON M5V 2A9, Canada",,4.5,2,False
Cheffry's Artisanal Bistro,1004.8185603144399,"388 Richmond Street W, Unit 5B, Toronto, ON M5V 3P1, Canada",+1 437-996-7357,4.5,13,False
Maurya East Indian Roti,998.806236347315,"150 E Liberty Street, Toronto, ON M6K 3R5, Canada",+1 647-347-7002,3.0,43,False
Coco Rice Thai Cuisine,211.79406788420349,"669 King Street W, Toronto, ON M5V 1M9, Canada",+1 416-504-9434,3.5,114,False
Kupfert & Kim,894.2045546400252,"140 Spadina Avenue., Toronto, ON M5V 2L4, Canada",+1 416-504-2206,4.0,157,False
Fresh on Crawford,785.8284868624354,"894 Queen Street W, Toronto, ON M6J 1G3, Canada",+1 416-599-4442,3.5,193,False
Rikki Tikki,627.6463459234786,"209 Augusta Avenue, Toronto, ON M5T 2L4, Canada",+1 416-792-3229,5.0,27,False
Little India Restaurant,960.458000395778,"255 Queen Street W, Toronto, ON M5V 1Z4, Canada",+1 416-205-9836,3.5,435,False
The Chulo,1361.5404949102794,"394 Bloor Street, Unit 102, Toronto, ON M5S 1X4, Canada",+1 416-925-9777,5.0,1,False
Maezo Indian Cuisine,538.5648828716062,"102-250 Dundas Street W, Toronto, ON M5T 2Z6, Canada",+1 416-941-0000,4.5,12,False
Sizzler Kabab,346.6800723864944,"381 Spadina Avenue, Toronto, ON M5T 2G6, Canada",+1 416-551-7786,3.5,51,False
Indian Desire,1314.5915053707922,"469 Bloor Street W, Toronto, ON M5S 1X9, Canada",+1 416-519-0604,4.5,17,False
The Cottage Cheese,626.9356919768488,"64 Oxford Street, Toronto, ON M5T 1P1, Canada",+1 647-368-8633,4.5,21,False
The Host Fine Indian Cuisine,737.7255842696783,"87 Elm Street, Toronto, ON M5G 0A8, Canada",+1 416-962-4678,3.5,131,False
Naanspot- Modern Indian Cuisine,561.0059270832334,"310 College Street, Toronto, ON M5T 1S2, Canada",+1 647-343-6226,4.0,5,False
The Bombay,960.510202250663,"259 Queen Street W, Toronto, ON M5V 1Z4, Canada",+1 416-519-2550,3.0,9,False
Matha Roti - East Indian Cuisine,1022.0864665046785,"141 Harbord Street, Toronto, ON M5S 2M2, Canada",+1 416-966-6955,4.0,34,False
Matagali Restaurant,841.0539242442175,"69 Elm Street, Toronto, ON M5G 1H2, Canada",+1 416-599-9994,3.5,57,False
Colaba Junction,869.8374006260993,"801 Bay Street, Unit 3 & 4, Toronto, ON M5S 1Y9, Canada",+1 416-646-8800,3.0,81,False
Indian Biriyani House,757.8920528959951,"181 Dundas St W, Toronto, ON M5G 1C7, Canada",+1 416-340-1254,2.5,71,False
Veda Healthy IndianTakeout,281.433982765202,"Sandford Fleming Building, 10 King's College Rd, Toronto, ON M5S, Canada",+1 416-961-9797,3.0,22,False
PLANTA Toronto,963.542460306677,"180 Queen Street W, Toronto, ON M5V 3X3, Canada",+1 647-812-1210,4.0,168,False
Hawker,595.7133962486147,"291 Augusta Ave, Toronto, ON M5T 1N9, Canada",+1 416-628-1905,5.0,38,False
T|Bar,979.5673767777865,"Chelsea Hotel, 33 Gerrard Street W, Toronto, ON M5G 1Z4, Canada",+1 416-585-4961,3.5,13,False
Thindi,855.6920290777774,"400 College Street, Toronto, ON M5T 1S7, Canada",,4.0,6,False
My Dosa Place,992.1225152283821,"406 Queen Street W, Toronto, ON M5V 2A6, Canada",+1 416-366-5554,4.0,1,False
Khazana - By Chef Sanjeev Kapoor,256.9115549611279,"261 Yonge Street, Toronto, ON M5B 1N8, Canada",+1 905-789-8738,3.5,20,False
Spice66,23.630119004796306,"335 Yonge And Dundas, Toronto, ON M5B 2L3, Canada",+1 416-816-2766,4.0,3,False
Little India Restaurant,1023.0109197315754,"255 Queen Street W, Toronto, ON M5V 1Z4, Canada",+1 416-205-9836,3.5,435,False
Bindia Indian Bistro,1212.0955427308324,"16 Market St., Toronto, ON M5E 1M6, Canada",+1 416-863-0000,4.0,207,False
T|Bar,205.85389679798348,"Chelsea Hotel, 33 Gerrard Street W, Toronto, ON M5G 1Z4, Canada",+1 416-585-4961,3.5,13,False
The Host Fine Indian Cuisine,422.1896072514725,"87 Elm Street, Toronto, ON M5G 0A8, Canada",+1 416-962-4678,3.5,131,False
Matagali Restaurant,310.2662559394687,"69 Elm Street, Toronto, ON M5G 1H2, Canada",+1 416-599-9994,3.5,57,False
Maezo Indian Cuisine,752.9177214533385,"102-250 Dundas Street W, Toronto, ON M5T 2Z6, Canada",+1 416-941-0000,4.5,12,False
Colaba Junction,558.4572889825045,"801 Bay Street, Unit 3 & 4, Toronto, ON M5S 1Y9, Canada",+1 416-646-8800,3.0,81,False
Indian Roti House,782.1133181257737,"471 Church Street, Toronto, ON M4Y 2C5, Canada",+1 647-987-7684,3.5,43,False
Indian Biriyani House,519.4962873658754,"181 Dundas St W, Toronto, ON M5G 1C7, Canada",+1 416-340-1254,2.5,71,False
Globol Restaurants,533.7351094320444,"60 Carlton Street, Loblaws Maple Leaf Gardens, Toronto, ON M5B 1J2, Canada",,5.0,1,False
Punjabi Chaap Corner,219.15983843842417,"38 Elm Street, Unit 06A, Toronto, ON M5G 2K5, Canada",+1 416-598-3787,4.0,5,False
Bombay Palace,1007.2410713520086,"71 Jarvis Street, Toronto, ON M5C 2H2, Canada",+1 416-368-8048,3.5,59,False
Multani Rollz & Bowlz,269.9619638391173,"384 Yonge Street, Unit 54, Toronto, ON M5G 2K2, Canada",,3.0,1,False
King Place,787.1947821047551,"236 Sherbourne Street, Unit 1, Toronto, ON M5A 2R7, Canada",+1 647-352-0786,3.5,44,False
The Bombay,1037.3629870876864,"259 Queen Street W, Toronto, ON M5V 1Z4, Canada",+1 416-519-2550,3.0,9,False
Laziz Curry Kitchen,453.8555642266681,"151 Dundas St E, Toronto, ON M5B 1E4, Canada",+1 416-762-9440,3.5,2,False
Curry Kitchen + Falafel,431.3608104005172,"139 Dundas Street E, Toronto, ON M5B 2N6, Canada",+1 647-352-8779,5.0,1,False
PLANTA Toronto,913.8141207425597,"180 Queen Street W, Toronto, ON M5V 3X3, Canada",+1 647-812-1210,4.0,168,False
Aanch,998.9053126082234,"259 Wellington St W, Toronto, ON M5V, Canada",+1 416-599-0513,4.0,189,False
Bindia Indian Bistro,624.0806411113367,"16 Market St., Toronto, ON M5E 1M6, Canada",+1 416-863-0000,4.0,207,False
Little India Restaurant,942.4393372683409,"255 Queen Street W, Toronto, ON M5V 1Z4, Canada",+1 416-205-9836,3.5,435,False
Indian Roti House,924.9831353695475,"256 Queens Quay W, Toronto, ON M5J 1B5, Canada",+1 416-260-6666,4.0,231,False
Aroma Fine Indian Cuisine,894.9989192656464,"287 King St W, Toronto, ON M5V 1J5, Canada",+1 416-971-7242,3.5,224,False
Byblos,773.9036703758171,"11 Duncan Street, Toronto, ON M5V 3M2, Canada",+1 647-660-0909,4.5,910,False
Benares Cucina Indian,429.3060518130149,"001 – 49 Front Street E, Toronto, ON M5E 1B3, Canada",+1 416-955-9000,4.0,9,False
Charcoal Biryani,250.04305521053513,"199 Bay Street, Commerce Court, Toronto, ON M5L 0A2, Canada",+1 647-294-1006,3.0,1,False
Stratus Restaurant,226.75892923398948,"79 Wellington Street W, TD South Tower, 36th Fl., Toronto, ON M5K 1J5, Canada",+1 416-865-1924,5.0,1,False
Bombay Palace,792.028157520448,"71 Jarvis Street, Toronto, ON M5C 2H2, Canada",+1 416-368-8048,3.5,59,False
My Roti Place,528.8201408525034,"12 Queens Quay W, Toronto, ON M5J 2V7, Canada",+1 647-348-7684,3.5,25,False
My Dosa Place,525.3930686358927,"12 Queens Quay W, Toronto, ON M5J 2V7, Canada",+1 647-350-3672,3.0,20,False
Butter Chicken Roti,221.17598534694443,"55 Front Street W, Union Station, Toronto, ON M5J 1E6, Canada",+1 647-943-0289,4.0,3,False
The Bombay,949.646154071205,"259 Queen Street W, Toronto, ON M5V 1Z4, Canada",+1 416-519-2550,3.0,9,False
Maezo Indian Cuisine,1322.9706915953516,"102-250 Dundas Street W, Toronto, ON M5T 2Z6, Canada",+1 416-941-0000,4.5,12,False
Chaska,779.4855324959633,"218 Adelaide St W, Toronto, ON M5H 1W7, Canada",,4.0,12,False
Amaya,377.26385188007276,"100 King Street W, Toronto, ON M5X 2A2, Canada",+1 416-214-0005,3.0,19,False
PLANTA Toronto,898.535268795732,"180 Queen Street W, Toronto, ON M5V 3X3, Canada",+1 647-812-1210,4.0,168,False
Touch,520.3962142506078,"1 Adelaide St E, Toronto, ON M5C 1J4, Canada",+1 416-364-4203,3.0,20,False
Swades Indian Cuisine,643.8068893716935,"208 Queens Quay West, Harbourfront centre, Toronto, ON M5J 2Y5, Canada",+1 416-368-7272,2.5,37,False
Bhoj Indian Cuisine,507.57231443769933,"21 Davenport Road, Toronto, ON M5R 1H2, Canada",+1 416-961-8351,4.0,73,False
Utsav,417.233675336864,"69 Yorkville Ave, Toronto, ON M5R 1B8, Canada",+1 416-961-8349,4.0,137,False
Naan & Kabob,121.29922492317485,"691 Yonge Street, Toronto, ON M4Y 2B2, Canada",+1 416-972-6623,4.0,149,False
Kothur Indian Cuisine,137.9815755354546,"649 Yonge Street, Toronto, ON M4Y 2A6, Canada",+1 416-926-0953,3.5,101,False
Suksi Biryani House,160.34965950284104,"15 Hayden Street, Toronto, ON M4Y 2P2, Canada",+1 416-515-1957,3.5,74,False
Poppadum,452.01024782000013,"874 Yonge Street, Toronto, ON M4W 2J1, Canada",+1 647-892-2907,5.0,6,False
Kathmandu Restaurant,305.43357576368675,"12 Cumberland Street, Toronto, ON M4W 1J5, Canada",+1 647-345-4214,3.5,68,False
Indian Roti House,716.3281625275401,"471 Church Street, Toronto, ON M4Y 2C5, Canada",+1 647-987-7684,3.5,43,False
Exotic Tandoori Restaurant,32.81802521722607,"11 Charles Street W, Toronto, ON M4Y 1R4, Canada",+1 416-964-1616,3.0,2,False
PLANTA Yorkville,266.22513664706065,"1221 Bay Street, Toronto, ON M5R 3P5, Canada",+1 647-812-1221,4.0,508,False
Colaba Junction,820.667366534163,"801 Bay Street, Unit 3 & 4, Toronto, ON M5S 1Y9, Canada",+1 416-646-8800,3.0,81,False
Maja Indian Cuisine,782.8277553784276,"345 Bloor Street E, Toronto, ON M4W 3J6, Canada",+1 647-350-7876,4.0,34,False
M Biryani House,227.78271259187983,"F03-2 Bloor Street W, Toronto, ON M5T 1G1, Canada",+1 647-340-4180,1.0,1,False
Globol Restaurants,893.5463832353494,"60 Carlton Street, Loblaws Maple Leaf Gardens, Toronto, ON M5B 1J2, Canada",,5.0,1,False
Tandori,255.82605538069333,"Hudson Bay Centre, 2 Bloor Street E, Toronto, ON M4W 3T3, Canada",+1 416-580-9311,3.0,7,False
Ceylon Spice by Esther,228.00964922400794,"2 Bloor St W, L35, Toronto, ON M5T 1G1, Canada",,2.0,5,False
Butter Chicken Roti,233.78024394925578,"646 Yonge Street, Toronto, ON M4Y 2A6, Canada",+1 416-783-7634,3.5,20,False
Adrak,1006.7202239018428,"138 Avenue Road, Toronto, ON M5R 2H6, Canada",+1 416-413-0777,3.5,11,False
Govinda's,1236.1470732801695,"243 Avenue Road, Toronto, ON M5R 2J6, Canada",+1 888-218-1040,4.0,43,False
Oh Bombay,777.0735404658896,"21 Grenville Street, Toronto, ON M4Y 1A1, Canada",+1 647-812-6208,3.5,2,False
Naan & Kabob,394.7113925965723,"691 Yonge Street, Toronto, ON M4Y 2B2, Canada",+1 416-972-6623,4.0,149,False
Bhoj Indian Cuisine,729.3852582665846,"21 Davenport Road, Toronto, ON M5R 1H2, Canada",+1 416-961-8351,4.0,73,False
Utsav,803.2338654106647,"69 Yorkville Ave, Toronto, ON M5R 1B8, Canada",+1 416-961-8349,4.0,137,False
Suksi Biryani House,373.89715406719193,"15 Hayden Street, Toronto, ON M4Y 2P2, Canada",+1 416-515-1957,3.5,74,False
Kothur Indian Cuisine,405.18928027855094,"649 Yonge Street, Toronto, ON M4Y 2A6, Canada",+1 416-926-0953,3.5,101,False
Kathmandu Restaurant,572.1647345192455,"12 Cumberland Street, Toronto, ON M4W 1J5, Canada",+1 647-345-4214,3.5,68,False
Maja Indian Cuisine,315.39976446456507,"345 Bloor Street E, Toronto, ON M4W 3J6, Canada",+1 647-350-7876,4.0,34,False
Indian Roti House,579.2958163653495,"471 Church Street, Toronto, ON M4Y 2C5, Canada",+1 647-987-7684,3.5,43,False
Poppadum,627.7293296526759,"874 Yonge Street, Toronto, ON M4W 2J1, Canada",+1 647-892-2907,5.0,6,False
Suruthi's Take Out & Catering,1006.9877865917662,"585 Parliament Street, Toronto, ON M4X 1P9, Canada",+1 416-925-1939,4.0,12,False
Exotic Tandoori Restaurant,473.3445365055155,"11 Charles Street W, Toronto, ON M4Y 1R4, Canada",+1 416-964-1616,3.0,2,False
Butter Chicken Factory,983.9383241565575,"560 Parliament Street, Toronto, ON M4X 1P8, Canada",+1 416-964-7583,3.5,161,False
Globol Restaurants,827.6452472511845,"60 Carlton Street, Loblaws Maple Leaf Gardens, Toronto, ON M5B 1J2, Canada",,5.0,1,False
Colaba Junction,1010.0494821721076,"801 Bay Street, Unit 3 & 4, Toronto, ON M5S 1Y9, Canada",+1 416-646-8800,3.0,81,False
PLANTA Yorkville,669.6708410691663,"1221 Bay Street, Toronto, ON M5R 3P5, Canada",+1 647-812-1221,4.0,508,False
Tandori,428.17438651322055,"Hudson Bay Centre, 2 Bloor Street E, Toronto, ON M4W 3T3, Canada",+1 416-580-9311,3.0,7,False
Butter Chicken Roti,469.5315911866592,"646 Yonge Street, Toronto, ON M4Y 2A6, Canada",+1 416-783-7634,3.5,20,False
M Biryani House,576.1888834176048,"F03-2 Bloor Street W, Toronto, ON M5T 1G1, Canada",+1 647-340-4180,1.0,1,False
Ceylon Spice by Esther,500.3898053504945,"2 Bloor St W, L35, Toronto, ON M5T 1G1, Canada",,2.0,5,False
Oh Bombay,903.4754585047256,"21 Grenville Street, Toronto, ON M4Y 1A1, Canada",+1 647-812-6208,3.5,2,False
KaSpace Cafe,478.7032160879268,"1183 Queen Street E, Toronto, ON M4M 1L6, Canada",+1 647-657-9600,5.0,9,False
Indian Spice Room,984.5407333154393,"717 Queen Street E, Toronto, ON M4M 1H1, Canada",+1 647-349-1009,4.0,9,False
My Roti Place,282.18911886580196,"948 Queen Street E, Toronto, ON M4M 1J7, Canada",+1 416-778-4448,4.0,13,False
